mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,label
-532.20984,97.1461,-8.170568,1.1361283,0.4729048,9.67199,-11.371518,-11.95707,-3.7566254,-5.707052,-18.501703,-8.751313,9.137599,-4.4859843,-9.099396,0.16678405,-3.395699,-5.1354537,-3.5513828,-7.7720017,-7.8204737,-5.324785,-2.617265,-6.461914,-5.8099475,-5.3178163,-7.626715,-3.0652673,-8.202139,-4.80414,-3.1024086,-9.284446,-2.7071848,-5.175666,-4.3453574,2.4868894,-0.27829015,-0.63991135,-0.52969265,-0.77141553,happy
-609.8707,47.973156,-29.195847,8.389496,-14.874881,-3.701758,-25.409668,-2.9871755,-13.228781,-21.044508,-4.0129056,-1.5913025,-13.889343,-5.3495545,-7.6333632,-8.794383,-4.8859878,-9.380926,-11.668732,-6.599495,3.526882,2.5487912,13.273672,19.079742,13.773199,17.617573,4.3457875,3.0743747,-1.6556442,-4.562829,-0.41437814,1.6094388,0.36277723,-0.7882044,-3.0642648,-5.391956,-2.2194827,-2.002047,-0.03647776,0.41242754,neutral
-554.0386,51.13213,-16.280085,9.030025,-17.966963,0.53136176,-18.153837,-7.6299057,-8.295549,-13.774464,-17.777807,-6.1021895,-0.75423473,-15.912176,-10.493812,-4.2721825,-6.4503264,-3.1699646,-3.4967306,-8.2812605,0.46883094,11.235377,7.6622047,13.244037,14.967503,12.47911,6.9839873,-0.48145586,0.7791084,-3.8476827,-6.4646716,3.8732536,1.227574,-0.4675259,-2.8789177,-6.578193,-0.9852835,1.1676345,1.827892,-0.7462605,fearful
-589.4701,52.180363,-16.8504,-1.4283706,-3.5169606,-1.1777586,-23.565649,6.528064,-11.769786,-15.399151,1.0544014,-6.557803,-5.296661,-4.2286744,-11.266883,-1.5011636,-3.7645104,-2.551836,-6.5287623,-2.6116319,5.2332234,6.9441986,16.569769,21.342777,21.595663,18.30805,10.61536,3.887243,0.61826104,-1.0613225,1.4519043,1.7262402,3.1200118,1.5407263,-0.38790008,-3.02479,-2.0287392,0.6608368,1.6358396,2.7073593,neutral
-674.4884,87.30704,8.747925,30.920897,4.6000695,17.236107,-10.823658,2.4754252,-2.6064284,-6.1105676,-3.628651,4.102716,-0.9758962,-3.5769973,-2.0993156,1.5394673,-2.3586953,-3.1084979,1.3954544,-4.508883,-2.6116676,-1.4839598,-0.8650614,-1.2036228,-4.7574415,-2.169148,-2.268443,-5.0290027,-3.675692,-0.6959728,-2.9748201,-0.75117385,-2.486344,-1.364175,1.75089,-2.2244318,0.24347161,3.199567,0.9531094,1.4795942,fearful
-488.63168,68.282906,-21.899227,0.5961778,-3.7865074,3.2988775,-19.24053,-6.138763,-9.106412,-17.26647,-7.911975,3.064664,-1.8587233,-7.222709,-0.11528448,-3.9766772,-3.1342096,0.86876935,-0.06336319,-3.787268,1.1759099,10.503976,10.200968,13.472296,20.088932,18.769695,9.633667,3.4722826,2.4292002,-2.7675843,-1.6956995,6.245672,5.8111687,4.4654803,0.8332575,-1.7927505,-0.02684747,2.8318558,4.2679453,2.09702,fearful
-621.10925,85.53577,9.394137,21.361914,-5.1699643,8.924886,-5.3532286,5.812033,-5.0365443,0.82860124,-8.714911,-5.391106,1.7439415,-2.1896696,-4.3360586,-3.8969193,-4.122877,-2.219013,2.3815942,-7.746884,-2.7493763,-3.8964083,-4.8909717,-3.3906941,-7.675408,-3.3414912,-4.3151326,-4.63777,-5.770587,-3.9745977,-3.7386127,-2.923857,-7.9975133,-2.9745064,-2.7386234,-4.0725546,0.7488318,0.7045069,0.96209353,-0.11889896,calm
-650.5671,101.656975,-10.697155,11.889287,3.1166782,11.085636,-9.318781,-4.1363916,-8.686754,-8.603759,-12.621208,-2.9299572,4.4649167,-7.497587,-2.7066648,-3.6046712,-9.760745,-4.3384123,0.09497167,-5.4696417,-9.675977,-4.9596214,-2.1843255,-5.0490212,-9.337653,-5.8181252,-3.139648,-9.338023,-6.0862904,-1.6679505,-5.1141973,-4.783849,-4.700428,-2.8690772,-4.783981,-2.4123204,-0.25430366,-1.6102883,1.3008521,-0.82691354,calm
-534.7149,58.416348,-40.864677,-3.028559,-2.4165576,-5.6967163,-23.1098,-0.906363,-8.828793,-16.655697,-5.2154064,-3.6982694,-13.866021,-7.080092,-7.0298495,-8.013286,-0.42783743,-1.9887928,-6.381078,-2.1194184,2.555019,1.4184268,4.3688416,9.296715,13.42935,11.190692,6.0584087,6.1804543,-4.883089,-5.2371926,-3.1883266,1.1727817,2.7204914,0.05152311,-2.1355972,-5.068617,-3.6368792,2.2544818,3.5616047,1.8254544,happy
-597.4479,57.75988,-9.29767,5.9327374,-5.2650657,5.787571,-22.038738,-6.5701637,-18.431122,-14.454202,-10.80378,0.010943604,-9.737651,-16.426582,-5.024722,-0.24050473,-8.693638,-9.645189,-4.2325387,-3.7229302,0.61511207,3.1303372,11.018309,9.747821,11.799777,12.865176,4.112719,6.721613,-0.65778226,-4.847355,-6.223229,-0.14891861,1.0251837,-2.4697514,-3.242539,-7.4355593,-8.29026,-3.2990534,-0.45483008,0.8916713,sad
-483.3185,82.01352,-21.538664,9.175432,6.6785793,15.753263,-17.065407,-2.8826928,2.7680483,-7.301805,-8.28801,1.2492808,-2.0640054,-4.5217752,-1.5913668,-2.4323027,-2.394701,-0.012980208,-3.2968342,-2.9660666,-1.3103638,-3.6304939,-2.8400118,-1.4662379,-5.7946305,-3.5551534,-1.1544693,-3.263906,-6.1779513,-2.3134024,-2.146985,-2.5899773,-3.9244273,-2.726953,-3.8488626,-3.868749,-1.1094761,-1.7827672,-0.45741537,1.6927841,angry
-538.5312,51.53431,-22.049747,8.070971,-7.0053086,-1.2647817,-13.021045,-2.4951723,-5.1895776,-14.435111,-5.2931705,0.7266448,-6.9775934,-4.6705513,-3.4557953,-7.3438544,-5.126652,-1.542134,-4.136806,-5.514438,6.3808103,7.553514,7.5964503,13.372642,13.179902,11.174105,6.971644,4.314694,1.1279914,-1.1976973,-0.2415056,2.8874764,2.9098847,3.631285,-1.2082126,-3.8889947,-1.5952818,1.5180875,4.4915137,3.0620363,angry
-566.43353,70.81071,-6.0322895,15.8907995,-0.5649201,12.20526,-10.905786,-2.3613622,-5.352549,1.8435696,-7.778152,-3.1385653,1.8927473,-2.5570288,-2.8085783,-3.2524228,-0.84253293,-0.7250555,-1.6979233,-0.1427277,-2.3046215,-1.4897035,-1.4492743,-1.3363757,-5.117478,-4.7991595,-2.089478,-3.0456781,-2.6082294,-1.7628852,-2.1392877,0.6336724,-3.1633437,-1.7751175,-0.4089898,-2.1550982,-1.243122,0.064205,-0.4215084,1.1596291,fearful
-584.4466,83.4452,-10.893144,9.159491,1.781832,10.0685625,-8.153397,-2.2692573,-7.4557114,-8.180388,-12.84739,-7.6840577,0.76401687,-7.2558193,-4.0786138,-1.5138676,-6.1276736,-6.662694,-0.10713119,-1.3371724,-7.851125,-7.095187,-3.0983899,-2.7808805,-6.0578947,-7.009232,-2.862014,-2.052331,-6.731162,-4.0319533,-3.374531,-4.1270995,-6.0718207,-3.5015934,-2.9975946,-7.0643463,-2.4150054,-3.1181283,-2.9409328,-0.8140854,sad
-406.2348,97.17898,-38.054955,14.799775,-7.527447,10.732838,-15.060077,-4.075135,-13.27716,-7.2176094,-15.469253,-7.032089,2.584783,-7.4751487,-6.3111444,1.8937005,-4.815373,-7.4636106,0.08974963,-0.89969474,-8.541933,-4.7211585,-2.1043217,-4.940609,-8.295659,-4.6230764,-3.210466,-3.8579478,-6.695678,-3.3949025,-4.817163,-3.8079288,-5.5234756,-4.902874,-3.2949448,-5.565117,-2.2791424,0.36268264,-0.23136461,2.593044,angry
-658.58276,97.29307,-11.538694,12.127577,3.3605888,7.4841747,-4.145655,-6.0758386,-8.366677,-2.3381884,-6.38806,-6.331555,6.9308934,-3.2983553,-3.2371233,3.9148116,-2.671854,-5.760181,1.461895,-1.0712713,-7.240322,-5.066232,-1.4946735,-1.5471938,-8.226012,-2.2235239,-0.65561193,-5.8531294,-4.620739,-2.9350915,-1.0415628,-2.647601,-3.1985502,-3.3301318,-1.3482475,-2.911627,-4.104235,-0.64887327,-3.3241098,-4.1617827,neutral
-483.67673,51.884655,-18.410654,3.887777,-2.943686,-3.8307126,-19.6391,-3.9703615,-10.665667,-20.547379,-11.198247,-6.1313224,-6.9575486,-9.659527,-11.228573,-7.796394,-3.7115097,1.515199,-3.031939,-5.2210145,5.435206,6.4965334,5.7258053,11.8947115,10.859582,15.997898,9.750138,3.4139814,0.5699105,-4.947828,-2.4933128,-0.67583144,1.70932,2.9843483,-3.473119,-6.7809367,-1.6572294,2.292387,1.8109385,1.3652835,calm
-411.46252,55.178802,-27.249393,-3.0228367,0.7958408,-1.4585097,-21.372786,-7.9606967,-10.205014,-20.706854,-13.997159,-2.115833,-7.769765,-13.694689,-6.4959455,-3.2596893,-5.7392707,-0.9450918,-1.0304388,-6.071734,0.24365018,4.1527405,4.425031,7.7757845,10.824993,13.662609,8.414377,1.1508008,-2.4771001,-2.7482016,-2.1716983,1.4887127,2.7358582,0.46257868,-1.1318289,-2.6600025,-1.2109884,1.1485637,0.5704454,-1.8181084,happy
-548.0494,59.496952,-13.92025,8.641062,-0.7101959,-0.90212864,-19.03664,-4.759791,-10.069201,-18.415516,-7.785742,-5.20739,-5.4975376,-12.265749,-7.2644076,-0.3421922,-7.8396926,-2.6718788,-0.24967097,-3.1088073,4.0911503,7.1275477,11.613724,14.180448,11.030274,15.923082,10.141263,1.3935673,2.8269436,-1.4569159,-3.7571974,-0.505523,0.7050481,2.294688,0.24694812,-4.419537,-5.214532,-0.60199004,0.9756328,0.7686382,sad
-669.1655,88.91707,-1.3891034,19.187777,-0.29249105,8.982911,-3.4340959,-6.82745,-9.967196,-4.757207,-10.278251,-4.671996,5.6053834,-5.93278,-4.098195,2.8186016,-1.341841,-4.2910695,-2.3890612,-3.5081613,-8.027807,-3.855476,0.1568354,-2.3498118,-5.2224517,-2.2355516,-1.2199804,-5.1094475,-5.7957964,-3.890253,-2.0881255,-2.933823,-3.368547,-2.2105694,-2.3162518,-2.323149,-3.8956249,-0.20424688,0.10070276,-1.5064276,fearful
-596.97455,88.14755,-13.087276,14.043945,1.3177943,9.164204,-5.606851,-3.1419494,-5.11951,-5.136083,-10.9599085,-3.899361,5.280593,-6.118532,-4.6428895,4.6928115,-0.55853856,-5.2983556,1.2865803,-1.1595032,-6.0685153,-3.9428353,-0.3020245,-3.3562703,-5.73965,-1.6078157,-1.3891877,-2.244132,-4.200067,-3.4589486,-1.1617007,-2.9834359,-3.2793188,-3.0827053,-2.1806831,-2.7338362,-2.234356,0.55103356,-0.86797917,-0.06906033,angry
-574.3818,67.30997,-30.840872,-0.16236983,-4.9348145,-10.494024,-16.890097,3.558192,-12.582788,-16.040695,-3.3317473,-5.0239816,-7.471107,-4.3637376,-9.849403,-6.4451857,1.1629602,-9.112255,-10.931069,-4.2766275,-0.988224,3.6235042,11.586475,15.454426,19.71142,10.619297,7.7737646,4.269466,-5.392468,-2.6482928,-2.4179437,0.9014608,-0.22550146,0.07650547,-0.77446514,-5.827322,-4.2957125,-2.0367877,0.2005017,-0.06435036,neutral
-628.47034,93.18703,2.9307606,21.605167,8.939649,9.01192,-5.13324,7.18954,4.3075247,-1.6195308,-4.3070807,1.9768786,3.153363,-0.86871076,2.487473,-2.4268503,-2.5422032,1.3521615,0.54840916,-3.2535198,-0.7056255,-0.9309283,-1.522725,-2.314087,-4.840773,-2.8715663,-1.9261247,-3.6010168,-2.77404,-0.66777706,-2.033562,-2.558524,-2.6700256,-1.617971,-1.7264394,-3.1278312,0.19447485,2.8481429,2.4662483,3.856889,calm
-655.222,99.209404,2.141839,20.397608,3.2212093,13.522809,-10.827606,-0.9787339,-4.8033323,-0.6481459,-4.8465695,-2.3275676,4.8580623,-2.3256073,-6.350517,-3.4575875,2.1382573,-4.043252,-1.0222429,1.443917,-4.424128,-2.2617548,1.312335,-2.0311978,-6.9147267,-2.2301943,-3.3406157,-5.245644,-0.68631476,-2.3676772,-1.0648822,-0.09145787,-4.562498,-0.97209466,0.7725773,-1.774523,0.18428326,0.84154284,0.36028048,2.690175,fearful
-449.8012,99.91218,-19.648554,15.463354,4.040631,10.443593,-2.8709102,-2.6900551,-11.572664,-4.858124,-5.519507,-11.684965,4.7648044,4.139535,-8.322667,3.1672359,3.2901933,-4.318074,1.6594447,3.0311043,-2.2368312,-3.434355,4.361932,0.8344985,-4.8974113,1.4017023,0.17076652,-1.0997108,-2.501885,0.3394347,0.38844305,-1.9382166,0.7152367,-0.0063044685,-0.54770994,-0.18107727,-0.47585207,2.5414035,0.5111602,-0.030935287,sad
-598.2958,51.863773,-16.619463,3.9378073,-2.6830552,4.682492,-21.50654,2.4370816,-5.834357,-10.455375,0.905765,-6.104655,-5.316492,-2.168315,-5.440975,-0.902053,-1.4773414,0.7589135,-0.8795265,1.0573912,4.365042,3.8716776,10.365055,16.945059,16.56626,15.895838,12.679949,7.8324676,0.3583379,-0.11473408,-1.5371666,2.4995358,4.7375035,3.4035559,0.35372797,-2.5280452,-2.0093398,3.880819,5.769512,4.155193,happy
-532.99896,58.2169,-31.640879,2.5746622,-15.024461,-12.001777,-25.125912,-6.8192,-3.7486386,-23.834488,-14.866098,-4.5684094,-13.7661295,-10.25715,-2.2444224,-7.9017167,-4.320767,0.93789417,-4.18162,-2.0108194,4.7655826,3.6549628,6.123482,11.604324,11.451931,10.750599,6.3504496,1.7105778,-1.8408728,-2.7707832,-1.9877492,0.583183,2.061186,-0.9103024,-3.1576462,-2.9858377,-1.9281149,-0.92256457,0.2101733,-1.1336411,sad
-642.2103,84.0351,-22.045439,4.9917574,-9.197288,-5.7409945,-25.28916,-2.8822763,-9.847172,-19.04105,-0.7834881,-1.7155349,-6.4107957,-7.592044,-14.37397,-5.6742015,-4.5562005,-10.281664,-9.971141,-3.9757047,1.1763767,0.24044928,13.262103,13.747247,20.06584,22.461695,12.653389,7.4373,-1.4791551,-7.5630245,-6.3931475,3.0899377,2.1115801,-0.99241316,-5.678355,-6.781531,-3.4341428,0.7552483,9.038563,3.6110256,calm
-617.1772,48.267105,-6.8826528,7.541473,-5.6419463,3.314024,-23.927711,9.979858,-5.688053,-15.256555,-1.1213745,-3.2162113,-10.015966,-3.3312967,-6.7422056,-2.7120883,-3.8153033,1.3993552,1.28177,0.08493478,7.4486494,8.213114,14.36564,20.998156,20.061813,16.31523,10.647839,7.5092564,1.0331285,-0.89696807,0.89931834,2.4442792,3.6699378,2.8061774,-1.3023428,-3.2735333,-2.852475,1.6204878,4.4161534,4.918902,sad
-468.8276,59.783203,-39.198856,-5.463218,-15.511468,-2.6722329,-26.488434,-9.118899,-7.421171,-14.41651,-4.835493,2.7845647,-3.9725227,-14.019499,-2.45838,-2.0040355,-9.087925,2.2063336,-1.117347,-0.4294897,6.967824,9.263823,8.824215,3.9039047,8.052722,7.5166287,-0.38334915,-0.7511762,-0.7697102,-1.9343039,-2.132748,0.36173344,-1.012999,1.0293307,-2.1658852,-2.2287936,0.34143928,1.3365306,4.053127,2.4330482,fearful
-653.0686,104.73632,-9.213408,13.644442,5.1875386,4.5573483,-5.1542172,-8.107475,-6.1386976,-3.5496109,-11.045123,-3.230072,6.4328203,-5.9443192,-5.1714725,4.037577,-2.8762028,-5.6201396,1.1007016,-1.4082454,-7.651655,-5.4349604,0.67247474,-3.6882873,-7.9623885,-3.5851715,-1.0256456,-4.5322948,-5.71102,-1.319073,-1.4168012,-4.1954446,-3.4456906,-1.9497621,-1.7908876,-0.47131738,-1.4542892,0.1098538,2.0742464,-0.46870193,calm
-584.04266,98.32402,-11.001643,10.479512,4.5688376,13.484678,-6.5622063,-11.694274,-7.160814,-5.505956,-17.885942,-10.575685,4.753671,-5.8639665,-9.967475,-1.663037,-1.3363972,-5.8881855,-3.288895,-0.43403885,-6.3572364,-7.8541822,-0.41019413,-4.4664264,-6.603585,-3.8804545,-7.6653066,-3.4826097,-4.7672462,-8.187909,-4.3300695,-4.825579,-4.04866,-3.2968042,-4.968152,-3.3740442,-1.3548911,-0.897922,-4.589653,-1.4572062,sad
-565.2106,92.84518,-6.6586514,8.104521,2.252497,1.5335478,-8.727068,-6.07339,-8.56154,-6.444528,-8.7913475,-15.575304,2.1128235,0.54438406,-11.694161,-3.5944765,-1.9514855,-4.964985,-2.6237628,-2.5098696,-3.963284,-7.5368533,-3.3377488,-3.983898,-7.5774093,-5.5426364,-3.7618423,-2.3204386,-6.308724,-4.9857483,-1.8964665,-4.6516075,-5.272065,-5.689657,-3.4212904,-1.6738904,-5.3267193,-1.4355165,1.3899318,-1.9405037,sad
-586.79987,75.12509,0.14725204,18.121727,10.777102,19.46366,-3.4999962,-4.063077,-2.3548028,0.42317727,-7.9381833,-2.9275672,-0.34560797,-8.522952,-6.008155,0.58739626,3.0660653,-1.0729423,0.08993475,-0.9715719,-0.57389593,-3.5034356,-2.7027972,2.7606902,-0.54194266,-3.733439,-3.256281,-2.4590137,-1.4658643,-0.9876229,-2.722034,-1.0834438,-1.9635403,-0.9248015,-0.168653,-1.349751,-0.01883603,0.26332438,1.0545255,1.5245035,fearful
-548.3804,59.202274,-26.114513,0.8176793,-7.953401,0.42410627,-21.616905,-4.544845,-7.494545,-19.05012,-11.549525,-0.6786384,-8.55704,-9.43442,-2.027375,-9.034281,-5.297504,0.06637617,-4.322479,-6.9383817,-1.0683596,5.809602,7.2876167,12.871394,14.780123,14.4599085,9.501019,1.8128787,-0.25586474,-2.901175,-2.1574671,4.0101376,3.744061,3.8199239,-1.8476763,-4.7679725,-2.1808329,1.7187579,2.437139,1.5693444,sad
-525.6611,61.404926,-17.897673,2.8436737,3.6914523,1.956707,-18.689844,-2.4898968,-6.637092,-11.945139,-7.3847537,1.7446694,-5.8393993,-12.499767,-1.8853896,-0.19524795,-7.8357773,-3.6640317,-4.3848724,-3.630718,1.1194061,2.182288,6.010854,6.1199055,11.130373,11.871482,5.149956,4.681067,0.35858738,-3.4825177,-1.3178345,1.4257549,1.1958951,0.89109266,-2.7436273,-4.0936127,-2.6306286,-0.13999629,0.78834045,-0.23034905,angry
-593.448,56.58458,-19.66884,1.0725398,2.2781334,2.4133925,-19.281189,2.1768398,-4.5342402,-8.234348,0.272657,-6.211243,-4.2691674,-2.439457,-5.02339,-0.77377933,-0.6286117,1.6980299,-0.96242625,1.6018583,4.735003,3.5875378,9.619849,14.959384,15.726555,15.070428,12.011624,8.477339,1.8835286,-0.5996522,-0.6132324,3.0084624,5.9762387,4.031807,1.029814,-2.1376781,-0.84132123,3.5962963,4.9597645,5.5400295,happy
-520.6915,74.496185,-12.732176,14.416514,-0.95328397,8.745692,-8.353053,-2.144316,-7.072272,-5.0174,-10.082121,-3.1768565,2.2212563,-5.2087817,-3.3532355,2.2475584,-0.6890597,-4.828881,0.62840855,-1.2781079,-5.581974,-1.976799,-0.8732593,-2.7604058,-3.6294904,-1.500434,-3.3224745,-0.6008977,-4.25207,-5.9520693,-1.334635,-1.4077324,-3.6908627,-2.2484415,-1.6631514,-1.5211523,-2.3094134,-0.67081976,1.4625497,-0.7317592,angry
-526.4142,46.094467,-28.225914,7.0471816,-5.766945,-5.2010226,-17.63276,0.9892434,-13.245592,-12.65423,-5.5962977,-7.5624433,-7.4517484,-5.4927664,-10.080969,-4.049033,-7.9712496,-7.199533,-6.95778,-7.5091305,-2.34918,1.0527511,4.0857754,8.10224,10.980822,8.5957155,8.102699,4.210283,-2.7514095,-3.586838,-3.75754,-0.77145,0.44317314,1.5915405,-1.1895843,-6.0230083,-4.348415,-0.7704991,1.8689057,3.1801915,angry
-660.274,107.481476,-5.0316825,16.182724,10.309792,10.503962,-17.973751,-0.26049107,-0.4330617,-1.8851279,-9.235669,2.3496773,2.351632,-2.368062,-1.7929412,-0.60736626,-0.28516862,-5.5346622,3.016591,-1.8072699,-6.6520514,-0.23110107,-0.6833096,-4.827902,-3.8055563,-1.9657686,-3.9083111,-5.519843,-2.838426,-2.5382948,-1.4059663,-2.5037131,-3.2784286,-0.9865694,-2.7245455,-3.028836,-2.5981097,-3.5487156,-1.5626557,-1.1385863,neutral
-506.39368,80.228424,-22.67123,7.019444,0.67358255,15.524681,-22.3116,-8.40572,-4.4659643,-7.6413155,-7.4310455,-3.279502,-5.3736873,-2.6194017,-4.9991655,-0.035362322,-5.2263246,-4.72556,-0.29903865,-4.2856402,-5.013235,-0.99652684,-4.4277997,-1.2458941,-7.264899,-3.809332,-2.2311819,-3.9510157,-5.0860176,-2.9463894,-0.9299974,-1.9972632,-4.0973268,-1.2769885,-2.2861495,-3.2230294,-2.7353466,-2.1475883,0.9144119,1.8020281,fearful
-416.15652,89.931,-33.537148,10.167304,-5.836837,5.7254343,-9.182524,-7.009721,-11.744965,-9.035231,-17.191101,-4.9976354,2.2335534,-8.273884,-4.4719253,-2.6575415,-5.405815,-5.8733387,-1.8325126,-2.5216148,-10.37371,-6.8092566,-1.9060183,-5.637906,-8.444741,-6.7311053,-5.038562,-6.231867,-7.468066,-4.4321704,-5.325322,-3.0541902,-4.42831,-3.0761328,-2.9746444,-5.9178877,-1.5171973,-1.204447,-1.5007352,2.4868145,angry
-482.45462,100.88021,-15.101834,17.280552,4.994168,11.853633,-0.08753847,1.4763517,-13.658136,-7.277411,-2.0483923,-9.053535,2.360969,2.7931952,-9.208232,0.39856806,0.26038292,-1.5444838,1.9661554,1.3126888,-1.4763612,-3.4863074,2.0209398,-3.0141459,-5.0571814,-0.32381752,-1.3472624,-0.28283313,-2.114429,-0.3189418,-0.43252718,-1.6455641,-1.0397183,-0.40817347,-0.44436923,-0.75816596,-0.6474479,2.4998424,2.9538748,1.7387859,fearful
-690.0348,53.25836,-18.143663,12.123504,-14.557118,0.25291654,-20.45038,3.4070823,-14.19721,-11.008687,-2.3058314,-7.4768996,-7.0978675,-7.1394544,-9.689701,-3.2264533,-0.88900936,-5.4369645,-1.4545434,-1.9175676,1.2252053,3.6687877,4.586243,10.092286,9.619919,11.026965,9.306026,3.9971745,-2.0052667,-4.205037,-2.3405828,-0.21898963,0.90294343,-0.39820656,-4.2075143,-5.4213786,-3.8226757,1.3030695,3.3994486,-1.3173277,calm
-509.98407,60.55582,-18.907026,4.3995442,-2.7564044,-2.45183,-20.260656,-8.816464,-10.250389,-20.025484,-11.122782,-4.241529,-4.3184776,-13.169122,-9.51699,-2.3308659,-5.0616326,-0.48786983,-0.93885595,-4.775701,5.700202,6.263826,7.740371,14.276622,11.904625,16.24622,9.656313,1.4320071,0.70703995,-4.52075,-4.0678205,0.6376498,1.9799541,2.7721722,-1.4647305,-7.6380625,-2.0423462,4.315749,3.514579,1.1830999,calm
-512.88385,77.580894,-11.976946,11.752495,4.806401,12.800735,-15.128105,-1.1865829,3.28263,-6.103543,-5.434426,1.6576629,-1.7889087,-3.614326,0.020007988,-2.838364,-3.9430108,-0.28218183,-3.2416513,-3.4266334,-1.5731997,-3.260958,-3.0775514,-0.7956498,-4.8231273,-2.9630291,-1.3464836,-3.4721131,-3.6504593,-2.1878397,-2.7615767,-2.7527359,-4.089062,-1.9488792,-3.020857,-3.554578,-1.412144,-1.8324548,0.21990786,1.4803616,angry
-536.02844,97.3639,0.96214134,5.6089106,0.53493005,8.940079,-12.907306,-3.171472,-5.222587,-6.9762,-19.745386,-10.682912,6.6242404,-6.1357365,-8.3133745,-0.8787245,-2.0961819,-2.0623786,-2.9584231,-5.07886,-6.5737085,-6.7819586,-4.039424,-6.71524,-6.889428,-5.122514,-7.7767043,-3.2887118,-9.702709,-6.3803115,-1.5936573,-9.053175,-3.6239638,-2.78977,-6.0418863,0.8433747,1.3287557,0.3163793,-0.93140036,0.093627654,calm
-408.71295,70.966385,-37.441887,-2.356609,3.1692486,1.0382484,-30.043169,-9.759783,-8.9374,-20.730661,-11.902919,-1.5109638,-9.485486,-14.168979,-7.1995263,-1.7236408,-7.8274746,1.4479227,1.0617146,-5.995544,-0.38744488,4.3961987,4.7685037,6.599667,11.055742,12.349085,9.306846,1.9766668,-2.8165781,-3.2414892,-2.1471713,1.205555,1.6570783,1.4284996,-0.0116749015,-2.8889792,-2.5194616,3.2589824,2.07039,-1.519893,happy
-596.8111,85.44904,-7.724238,11.189436,2.1983426,7.7138896,-9.83258,-0.43800607,-8.821271,-9.631089,-15.224402,-7.705282,1.6398548,-7.5329,-2.5004368,-4.0442214,-8.793392,-2.1498597,1.9632776,-6.2744174,-8.99518,-4.454964,-2.5078187,-4.75631,-7.781909,-7.381171,-5.023107,-6.371077,-7.866661,-3.0845227,-4.0368214,-4.8576937,-5.928011,-3.4647584,-4.1727276,-5.3143315,-3.9329586,-4.6469264,-1.9614898,-0.9679949,sad
-611.76215,104.13795,-6.8620396,20.098833,12.081849,11.079233,-6.6286554,2.423803,-0.29531682,-6.83982,-4.641637,-0.60919404,-1.4511081,-0.8110049,2.7111037,-4.6872873,-5.4021926,2.1125226,0.24539205,-4.092795,-1.3766662,-2.6637464,-0.64217633,-2.7688413,-6.753937,-4.1542153,-2.2320905,-4.4089804,-3.7574518,-0.70579845,-4.031305,-4.258166,-4.7195725,-3.7247398,-1.698457,-3.0767057,-0.17962988,1.4296396,2.373006,3.0522397,calm
-536.2715,50.388287,-25.490223,9.087735,-22.425934,-3.7723677,-20.582092,-5.195645,-6.1232767,-17.215221,-18.242393,-2.9963076,-5.070843,-15.224433,-10.282476,-4.0343013,-6.092863,0.9631394,-3.5146265,-8.890376,4.496631,7.365626,6.5585117,15.548279,17.042871,16.96762,8.7556925,4.3285913,-1.2886869,-8.927659,-6.219554,4.8104577,4.388402,-0.008328608,-5.248537,-6.079674,1.5259014,4.045592,5.966389,-0.124465436,calm
-504.81152,81.772514,-16.6784,8.728526,-0.2925551,9.954317,-9.319769,-12.025925,-2.557663,-2.24738,-19.792135,-8.716546,5.6877584,-4.6461167,-7.5757194,-1.6304576,-3.0061555,-3.7570693,-2.416195,-2.3127632,-7.4680524,-3.9556282,0.78189695,-6.970013,-4.665555,-2.0446985,-7.395093,-2.097572,-4.065079,-5.491931,-3.7161949,-6.3271484,-3.9624078,-2.8131998,-4.581628,-1.9029394,-0.6888592,0.6121344,-3.451253,-1.6445906,fearful
-572.55,96.47063,-20.161354,11.34749,2.7481706,10.452789,-8.086812,-7.352171,-8.554267,-6.2786098,-15.537145,-9.293997,4.4546585,-8.208211,-7.7859454,-0.7523763,-5.940037,-6.3463984,-0.93601793,-2.8684847,-8.828343,-5.981614,-1.6708115,-4.762355,-6.804186,-5.464143,-2.6251166,-5.030494,-7.7326903,-2.7897153,-3.297983,-5.0701404,-6.0987735,-3.0964856,-3.6170483,-3.2901216,0.00446167,0.40334547,-0.24339542,-0.8510975,happy
-454.91446,95.52915,-17.81903,19.9341,-0.77445203,12.133578,-2.6449742,-4.1983833,-13.299355,-4.4091315,-7.734273,-14.393975,1.3924955,2.5552602,-8.485083,-1.3288255,-0.43291867,-5.7428236,-0.033339873,1.4934204,-2.6644347,-4.2445817,2.3565667,-0.3111217,-5.483811,0.658117,0.36759514,0.97027737,0.9394107,1.7242053,0.9863683,-1.4582592,-0.53598934,-0.93685603,-0.1526909,1.2267883,1.1488444,3.178353,1.1476638,2.289861,sad
